/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_48_355.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_48_355.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_48_355.jpg, 0, 1, 0, 10.31921
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_48_456.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_48_456.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_48_456.jpg, 0, 1, 0, 11.52208
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_48_558.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_48_558.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_48_558.jpg, -0.2302591, 1, 0, 12.47616
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_48_672.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_48_672.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_48_672.jpg, -0.4134929, 1, 0, 13.59907
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_48_773.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_48_773.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_48_773.jpg, -0.1112008, 1, 0, 14.81344
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_48_876.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_48_876.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_48_876.jpg, 0, 1, 0, 15.7862
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_48_977.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_48_977.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_48_977.jpg, -0.212829, 1, 0, 16.8827
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_49_077.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_49_077.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_49_077.jpg, -0.5143111, 1, 0, 17.78298
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_49_191.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_49_191.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_49_191.jpg, -0.185046, 1, 0, 19.0205
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_49_370.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_49_370.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_49_370.jpg, 0, 1, 0, 20.63288
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_49_473.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_49_473.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_49_473.jpg, -0.3117213, 1, 0, 21.78568
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_49_578.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_49_578.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_49_578.jpg, -0.01172161, 1, 0, 22.75604
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_49_679.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_49_679.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_49_679.jpg, 0, 1, 0, 23.73888
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_49_789.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_49_789.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_49_789.jpg, 0, 1, 0, 24.70456
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_49_893.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_49_893.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_49_893.jpg, -0.2126219, 1, 0, 25.83813
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_49_994.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_49_994.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_49_994.jpg, -0.5019, 1, 0, 26.62685
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_50_108.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_50_108.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_50_108.jpg, -0.8580837, 1, 0, 27.23316
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_50_212.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_50_212.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_50_212.jpg, -0.5485858, 1, 0, 28.17816
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_50_312.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_50_312.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_50_312.jpg, -0.2470976, 1, 0, 29.14191
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_50_424.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_50_424.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_50_424.jpg, 0, 1, 0, 30.04422
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_50_529.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_50_529.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_50_529.jpg, 0, 1, 0, 30.18952
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_50_633.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_50_633.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_50_633.jpg, 0, 1, 0, 30.1895
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_50_740.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_50_740.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_50_740.jpg, 0, 1, 0, 30.19106
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_50_845.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_50_845.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_50_845.jpg, 0.2996793, 1, 0, 30.16684
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_50_946.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_50_946.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_50_946.jpg, 0.02863204, 1, 0, 30.18937
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_51_050.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_51_050.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_51_050.jpg, 0, 1, 0, 30.18935
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_51_157.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_51_157.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_51_157.jpg, 0, 1, 0, 30.19047
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_51_259.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_51_259.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_51_259.jpg, 0, 1, 0, 30.19024
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_51_374.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_51_374.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_51_374.jpg, 0, 1, 0, 30.19096
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_51_475.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_51_475.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_51_475.jpg, 0, 1, 0, 30.19045
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_51_578.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_51_578.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_51_578.jpg, 0, 1, 0, 30.1904
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_51_678.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_51_678.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_51_678.jpg, 0, 1, 0, 30.19046
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_51_790.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_51_790.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_51_790.jpg, -0.149619, 1, 0, 30.1841
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_51_891.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_51_891.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_51_891.jpg, -0.357222, 1, 0, 30.16502
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_51_995.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_51_995.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_51_995.jpg, -0.05835021, 1, 0, 30.19086
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_52_106.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_52_106.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_52_106.jpg, 0, 1, 0, 30.19093
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_52_207.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_52_207.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_52_207.jpg, 0, 1, 0, 30.19057
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_52_311.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_52_311.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_52_311.jpg, -0.1005632, 1, 0, 30.18829
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_52_412.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_52_412.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_52_412.jpg, -0.3446488, 1, 0, 30.16432
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_52_514.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_52_514.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_52_514.jpg, -0.03865778, 1, 0, 30.19048
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_52_618.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_52_618.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_52_618.jpg, 0, 1, 0, 30.18971
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_52_720.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_52_720.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_52_720.jpg, 0, 1, 0, 30.19074
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_52_822.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_52_822.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_52_822.jpg, 0, 1, 0, 30.19009
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_52_923.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_52_923.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_52_923.jpg, 0, 1, 0, 30.19098
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_53_028.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_53_028.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_53_028.jpg, -0.3381872, 1, 0, 30.16215
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_53_133.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_53_133.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_53_133.jpg, -0.04032612, 1, 0, 30.1907
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_53_237.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_53_237.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_53_237.jpg, 0, 1, 0, 30.18989
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_53_337.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_53_337.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_53_337.jpg, 0, 1, 0, 30.19027
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_53_440.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_53_440.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_53_440.jpg, 0, 1, 0, 30.1903
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_53_542.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_53_542.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_53_542.jpg, 0, 1, 0, 30.19004
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_53_647.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_53_647.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_53_647.jpg, -0.1711528, 1, 0, 30.18255
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_53_755.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_53_755.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_53_755.jpg, -0.2072157, 1, 0, 30.18741
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_53_858.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_53_858.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_53_858.jpg, 0, 1, 0, 30.18847
/Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/center_2020_07_29_19_25_53_960.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/left_2020_07_29_19_25_53_960.jpg, /Users/bryansimca20/Desktop/Behavioral Cloning/Simulator Data/IMG/right_2020_07_29_19_25_53_960.jpg, 0, 1, 0, 30.19008
